Date,Residential,Change in private inventories,Personal consumption expenditures,Intellectual property products,Metric_Name
2017/09/18,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/19,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/20,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/21,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/22,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/23,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/24,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/25,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/26,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/27,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/28,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/29,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/09/30,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/01,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/02,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/03,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/04,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/05,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/06,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/07,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/08,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/09,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/10,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/11,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/12,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/13,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/14,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/15,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/16,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/17,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/18,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/19,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/20,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/21,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/22,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/23,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/24,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/25,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/26,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/27,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/28,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/29,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/30,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/10/31,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/01,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/02,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/03,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/04,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/05,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/06,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/07,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/08,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/09,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/10,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/11,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/12,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/13,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/14,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/15,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/16,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/17,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/18,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/19,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/20,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/21,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/22,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/23,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/24,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/25,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/26,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/27,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/28,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/29,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/11/30,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/01,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/02,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/03,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/04,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/05,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/06,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/07,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/08,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/09,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/10,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/11,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/12,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/13,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/14,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/15,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/16,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/17,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/18,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/19,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/20,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/21,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/22,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/23,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/24,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/25,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/26,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/27,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/28,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/29,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/30,"787,030","42,140","13,460,902","930,972",Chained Dollars
2017/12/31,"787,030","42,140","13,460,902","930,972",Chained Dollars
2018/01/01,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/02,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/03,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/04,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/05,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/06,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/07,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/08,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/09,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/10,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/11,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/12,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/13,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/14,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/15,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/16,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/17,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/18,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/19,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/20,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/21,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/22,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/23,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/24,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/25,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/26,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/27,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/28,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/29,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/30,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/01/31,"772,134","34,055","13,558,373","950,810",Chained Dollars
2018/02/01,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/02,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/03,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/04,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/05,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/06,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/07,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/08,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/09,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/10,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/11,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/12,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/13,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/14,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/15,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/16,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/17,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/18,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/19,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/20,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/21,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/22,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/23,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/24,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/25,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/26,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/27,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/02/28,"777,417",466,"13,630,967","977,853",Chained Dollars
2018/03/01,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/02,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/03,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/04,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/05,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/06,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/07,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/08,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/09,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/10,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/11,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/12,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/13,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/14,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/15,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/16,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/17,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/18,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/19,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/20,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/21,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/22,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/23,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/24,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/25,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/26,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/27,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/28,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/29,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/30,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/03/31,"770,056","92,854","13,693,790","994,495",Chained Dollars
2018/04/01,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/02,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/03,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/04,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/05,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/06,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/07,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/08,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/09,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/10,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/11,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/12,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/13,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/14,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/15,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/16,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/17,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/18,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/19,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/20,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/21,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/22,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/23,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/24,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/25,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/26,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/27,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/28,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/29,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/04/30,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/01,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/02,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/03,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/04,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/05,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/06,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/07,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/08,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/09,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/10,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/11,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/12,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/13,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/14,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/15,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/16,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/17,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/18,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/19,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/20,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/21,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/22,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/23,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/24,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/25,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/26,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/27,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/28,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/29,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/30,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/05/31,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/01,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/02,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/03,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/04,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/05,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/06,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/07,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/08,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/09,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/10,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/11,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/12,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/13,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/14,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/15,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/16,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/17,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/18,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/19,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/20,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/21,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/22,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/23,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/24,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/25,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/26,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/27,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/28,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/29,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/06/30,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/01,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/02,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/03,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/04,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/05,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/06,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/07,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/08,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/09,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/10,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/11,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/12,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/13,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/14,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/15,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/16,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/17,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/18,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/19,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/20,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/21,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/22,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/23,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/24,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/25,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/26,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/27,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/28,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/29,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/30,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/07/31,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/01,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/02,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/03,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/04,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/05,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/06,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/07,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/08,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/09,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/10,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/11,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/12,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/13,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/14,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/15,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/16,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/17,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/18,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/19,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/20,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/21,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/22,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/23,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/24,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/25,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/26,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/27,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/28,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/29,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/30,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/08/31,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/01,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/02,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/03,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/04,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/05,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/06,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/07,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/08,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/09,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/10,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/11,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/12,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/13,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/14,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/15,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/16,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/17,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/18,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/19,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/20,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/21,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/22,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/23,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/24,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/25,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/26,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/27,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/28,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/29,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/09/30,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/01,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/02,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/03,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/04,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/05,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/06,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/07,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/08,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/09,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/10,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/11,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/12,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/13,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/14,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/15,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/16,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/17,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/18,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/19,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/20,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
2018/10/21,"754,590","89,813","13,736,572","1,022,761",Chained Dollars
